player,nationality,player_origin,avg_per,avg_ts,avg_usg,avg_ws_48,avg_bpm,avg_vorp,avg_off_rating,avg_def_rating,composite_score
Jaren Jackson Jr,USA,USA,18.502432244614315,0.5640687977762335,26.950938151494096,0.11858999305072966,0.9343293954134815,1.4607366226546212,112.07317581653928,108.95552466990966,0.4145379567560021
Jarred Vanderbilt,USA,USA,15.199994680002128,0.6079997872000851,12.250071819971271,0.14249944140022344,0.6500239399904241,1.300010639995744,115.09997872000851,113.35015161993937,0.46554758094011317
Jarrett Allen,USA,USA,21.484317637052502,0.6755673084357845,18.007927008428048,0.21220199489677571,3.0460589190443055,2.7481435088533215,114.30436093713755,108.9297811799273,0.49963343798375826
Jaylen Brown,USA,USA,18.868076464932045,0.5784356405803758,30.27220826934944,0.11470563584437204,1.3526815826863188,1.9290345728268201,116.82495156359879,108.97949740954951,0.4676169577064907
Jaylen Nowell,USA,USA,15.05443242515373,0.550593339018807,23.25234525786615,0.0861960590690785,-1.0581848377395753,0.1932223169801158,112.64181516226043,111.47476547421338,0.4017781470635017
Jayson Tatum,USA,USA,22.603505826585028,0.596254271183093,31.682626407268415,0.18091556389492397,5.20115050365396,4.868511751925735,118.76910675488841,108.20979903219435,0.5527702163752861
Jeff Green,USA,USA,11.745462878093495,0.6025160403299724,16.23327222731439,0.09222273143904676,-2.6077910174152157,-0.18973418881759854,110.60009165902842,112.76782768102659,0.3878818251986378
Jerami Grant,USA,USA,15.829807813088806,0.5817075026468318,24.532860193443035,0.07851556696036031,0.20951065013368741,1.0209593195398998,109.8221203366411,115.59001022843502,0.48852317868877626
Jeremiah RobinsonEarl,USA,USA,12.255911602209943,0.5354077348066298,15.057900552486187,0.0846707182320442,-1.9006629834254143,-0.014475138121546964,106.14596685082871,112.14011049723757,0.32060433765489604
Jeremy Sochan,Poland,International,11.400000000000002,0.5114028082492321,19.19929793769197,0.020017551557700748,-3.6395787626151823,-0.760070206230803,109.09824484422991,116.03817463799912,0.3758622548536001
Jimmy Butler,USA,USA,24.465218743350956,0.6225942814121345,25.350416537095537,0.24046868197515506,6.572056825807297,4.429414556703056,115.10914417584576,110.95540679880195,0.596583531313989
Joe Ingles,Australia,International,10.647167765832503,0.6138867106333001,12.07167765832505,0.10752832234167493,-0.5943355316650103,0.40566446833498954,115.53398681000992,111.29052308248261,0.3931015085099021
Joel Embiid,Cameroon,International,31.299676996944566,0.6354370144041903,37.100323003055436,0.25548869489305975,9.2,6.450161501527717,117.29450894805761,108.99612396333478,0.6811594943065896
John Collins,USA,USA,16.392234781998173,0.6073204381099487,19.19542933370779,0.11490156568138733,-0.3489082356245173,0.7545460928175245,114.29474127641649,116.64246296426316,0.5338662283202874
John Konchar,USA,USA,12.021823980560407,0.5643314602475511,10.029318854886476,0.11942311489103197,0.5593439137368061,0.8792543093628977,110.54032196825878,108.73057939099401,0.30553941695391734
Jonas Valanciunas,Lithuania,International,20.15127519840947,0.6153840913905775,22.72967423365872,0.15810674184769322,0.9428711112559686,1.5627853918485082,113.70158890536644,112.2627788732624,0.5087254852689682
Jonathan Kuminga,DRC,International,15.389112938887415,0.598214999557796,22.34723622534713,0.10667993278500046,-1.0882860175112763,0.40121606084726275,112.58760944547625,111.21715309100558,0.4229149509074567
Jordan Clarkson,USA,USA,14.194568602150536,0.5377102107526881,26.939440860215054,0.04520435268817205,-2.0029384946236557,0.04196301075268815,115.76042494623655,113.96166193548387,0.45176819591416706
Jordan Goodwin,USA,USA,13.725026643807052,0.49191005977480184,18.130661229785456,0.07598915712895603,-0.13066122978545935,0.5556878735925118,106.36706362077753,110.72275149437004,0.30406954590264196
Jordan Nwora,USA,USA,11.053002610966058,0.5335718015665797,19.4,0.04254569190600522,-3.0973890339425587,-0.29921671018276763,108.24673629242821,114.856135770235,0.3724036013783314
Jordan Poole,USA,USA,14.254406162702107,0.566467197155676,27.24313891475493,0.05809117074409549,-1.6296199102683484,0.18406839922119697,110.49260983662067,112.32400744942014,0.4117412554469049
Jose Alvarado,USA,USA,13.232689459587208,0.5285601071372302,18.621414841657476,0.0904778320466362,-0.030502599653379543,0.4959602962029305,113.78838191271467,106.41763352765085,0.2913309284688774
Josh Giddey,Australia,International,15.870246681816685,0.5222232322234298,23.431735994466948,0.06805612093666633,0.7109672957217666,1.4747785133221354,111.38200770674833,111.88482692751046,0.40327411042358946
Josh Green,Australia,International,10.899094313759084,0.606972658066727,13.869539568697524,0.0853201233691528,-2.154617775928328,-0.10973245538883314,113.83289109734903,112.72223337331407,0.39554196784574513
Josh Hart,USA,USA,13.720765137350783,0.5799960304904358,14.497261613691933,0.11073838630806845,0.54981159211851,1.5154379404573566,115.70768301452611,112.29426146986913,0.43215844921462754
Josh Okogie,Nigeria,International,12.76058091286307,0.5397136929460582,15.74979253112033,0.10224481327800829,-0.32448132780082983,0.51701244813278,112.85850622406639,109.45228215767634,0.3352308793278469
Josh Richardson,USA,USA,12.254765453126106,0.5664958484138812,17.602630520663304,0.08418633643223807,-0.7343079507013932,0.5009131123885222,109.9533177205308,111.43215764199368,0.36221746319174036
