player,team,games_played,per,ts,usg,ws_48,bpm,vorp,season
DeMar DeRozan,CHI,79.0,19.7,0.584,25.8,0.147,1.8,2.8,2023-24
Coby White,CHI,79.0,14.5,0.57,22.7,0.078,-0.7,0.9,2023-24
Paolo Banchero,ORL,80.0,17.3,0.546,29.7,0.09,1.3,2.3,2023-24
Dejounte Murray,ATL,78.0,17.7,0.555,26.6,0.084,1.7,2.6,2023-24
Anthony Edwards,MIN,79.0,19.7,0.575,32.3,0.13,3.3,3.7,2023-24
Nikola Jokic,DEN,79.0,31.0,0.65,29.3,0.299,13.2,10.6,2023-24
Jalen Brunson,NYK,77.0,23.4,0.592,32.5,0.198,5.8,5.4,2023-24
Anthony Davis,LAL,76.0,25.8,0.621,26.7,0.21,5.1,4.9,2023-24
Fred VanVleet,HOU,73.0,16.7,0.568,19.7,0.15,3.4,3.6,2023-24
DeAaron Fox,SAC,74.0,20.1,0.567,31.0,0.117,2.7,3.2,2023-24
Jayson Tatum,BOS,74.0,22.3,0.604,30.2,0.189,5.1,4.7,2023-24
Austin Reaves,LAL,82.0,15.5,0.613,20.3,0.108,0.4,1.6,2023-24
Tyrese Maxey,PHI,70.0,19.8,0.573,28.0,0.147,3.1,3.4,2023-24
Luka Doncic,DAL,70.0,28.1,0.617,36.0,0.22,9.9,8.0,2023-24
Nikola Vucevic,CHI,76.0,17.7,0.54,23.3,0.1,0.1,1.4,2023-24
Jalen Green,HOU,82.0,14.7,0.541,27.4,0.056,-0.5,1.0,2023-24
Rudy Gobert,MIN,76.0,19.3,0.675,15.4,0.216,1.8,2.5,2023-24
Keegan Murray,SAC,77.0,13.3,0.569,18.1,0.096,-0.9,0.8,2023-24
Miles Bridges,CHO,69.0,15.4,0.556,24.7,0.04,-1.1,0.6,2023-24
Damian Lillard,MIL,73.0,19.6,0.59,28.4,0.143,2.1,2.7,2023-24
Giannis Antetokounmpo,MIL,73.0,29.9,0.649,33.0,0.246,9.0,7.2,2023-24
Michael Porter Jr,DEN,81.0,15.5,0.601,20.7,0.115,0.1,1.3,2023-24
Shai GilgeousAlexander,OKC,75.0,29.3,0.636,32.8,0.275,9.0,7.1,2023-24
Grayson Allen,PHO,75.0,13.8,0.679,14.5,0.132,1.3,2.0,2023-24
LeBron James,LAL,71.0,23.7,0.63,29.2,0.164,6.5,5.4,2023-24
Paul George,LAC,74.0,19.3,0.613,26.6,0.14,3.2,3.3,2023-24
Devin Booker,PHO,68.0,21.9,0.611,29.8,0.181,3.0,3.1,2023-24
Jarrett Allen,CLE,77.0,21.8,0.664,19.4,0.21,3.0,3.1,2023-24
Jabari Smith Jr,HOU,76.0,13.8,0.571,17.6,0.111,-0.4,1.0,2023-24
Stephen Curry,GSW,74.0,20.6,0.616,31.3,0.142,5.2,4.4,2023-24
Bam Adebayo,MIA,71.0,19.8,0.576,24.9,0.144,2.4,2.7,2023-24
Chet Holmgren,OKC,82.0,20.4,0.632,21.6,0.178,3.4,3.3,2023-24
Brook Lopez,MIL,79.0,14.8,0.608,16.0,0.117,1.0,1.8,2023-24
Kentavious CaldwellPope,DEN,76.0,10.7,0.602,12.9,0.096,-1.4,0.4,2023-24
Bogdan Bogdanovic,ATL,79.0,14.7,0.569,22.3,0.079,0.2,1.4,2023-24
Brandon Miller,CHO,74.0,13.0,0.552,23.9,0.015,-2.6,-0.3,2023-24
Harrison Barnes,SAC,82.0,11.9,0.611,15.7,0.094,-1.8,0.1,2023-24
Tobias Harris,PHI,70.0,16.5,0.576,20.7,0.121,0.9,1.7,2023-24
Jordan Poole,WAS,78.0,12.1,0.529,26.4,-0.013,-3.9,-1.2,2023-24
Jaylen Brown,BOS,70.0,18.6,0.58,28.9,0.121,0.7,1.6,2023-24
Franz Wagner,ORL,72.0,17.6,0.575,25.7,0.131,1.2,1.9,2023-24
Kawhi Leonard,LAC,68.0,23.2,0.626,26.5,0.184,5.5,4.4,2023-24
Herbert Jones,NOP,76.0,13.2,0.636,14.1,0.131,0.6,1.6,2023-24
Aaron Gordon,DEN,73.0,16.8,0.607,17.8,0.148,1.3,1.9,2023-24
Klay Thompson,GSW,77.0,13.9,0.576,24.2,0.075,-0.4,0.9,2023-24
Kyle Kuzma,WAS,70.0,15.7,0.547,29.7,0.004,-1.1,0.5,2023-24
Jrue Holiday,BOS,69.0,14.4,0.597,16.3,0.133,2.1,2.4,2023-24
Deni Avdija,WAS,75.0,14.9,0.597,20.2,0.068,-0.9,0.6,2023-24
Devin Vassell,SAS,68.0,15.7,0.578,23.5,0.077,0.0,1.1,2023-24
Luguentz Dort,OKC,79.0,11.1,0.593,15.4,0.097,-1.6,0.2,2023-24
Max Strus,CLE,70.0,11.7,0.553,17.4,0.083,-0.6,0.8,2023-24
Dillon Brooks,HOU,72.0,9.4,0.549,17.6,0.058,-3.6,-0.9,2023-24
Jalen Williams,OKC,71.0,19.1,0.621,23.7,0.157,2.3,2.4,2023-24
Jaden Ivey,DET,77.0,12.4,0.536,24.9,0.01,-3.1,-0.6,2023-24
Ayo Dosunmu,CHI,76.0,13.4,0.604,17.2,0.089,-0.8,0.7,2023-24
Zion Williamson,NOP,70.0,22.8,0.61,29.7,0.164,3.8,3.3,2023-24
Jeremy Sochan,SAS,74.0,11.4,0.513,18.8,0.03,-3.4,-0.8,2023-24
Tre Jones,SAS,77.0,14.7,0.591,15.2,0.111,-0.4,0.9,2023-24
Jaren Jackson Jr,MEM,66.0,17.4,0.552,30.4,0.067,0.4,1.3,2023-24
Tim Hardaway Jr,DAL,79.0,12.1,0.542,22.6,0.05,-2.9,-0.5,2023-24
Nic Claxton,BRK,71.0,18.7,0.629,15.6,0.152,1.2,1.7,2023-24
Jaime Jaquez Jr,MIA,75.0,12.9,0.574,18.7,0.092,-1.9,0.1,2023-24
Taurean Prince,LAL,78.0,8.8,0.579,13.8,0.043,-2.8,-0.4,2023-24
Victor Wembanyama,SAS,71.0,23.1,0.565,32.2,0.085,5.2,3.8,2023-24
Jaden McDaniels,MIN,72.0,9.4,0.571,15.7,0.077,-2.6,-0.3,2023-24
Brandon Ingram,NOP,64.0,18.2,0.578,27.2,0.117,1.2,1.7,2023-24
Scottie Barnes,TOR,60.0,19.5,0.566,24.8,0.098,3.7,3.0,2023-24
Jusuf Nurkic,PHO,76.0,17.4,0.559,19.1,0.133,1.1,1.6,2023-24
Myles Turner,IND,77.0,19.3,0.626,23.4,0.134,0.9,1.5,2023-24
Cam Thomas,BRK,66.0,16.1,0.554,30.5,0.058,-1.2,0.4,2023-24
Collin Sexton,UTA,78.0,19.9,0.607,27.5,0.127,1.9,2.0,2023-24
Cade Cunningham,DET,62.0,17.1,0.546,30.8,0.041,0.3,1.2,2023-24
Corey Kispert,WAS,80.0,12.8,0.62,19.6,0.048,-2.1,-0.1,2023-24
Kelly Oubre Jr,PHI,68.0,13.5,0.535,22.4,0.07,-2.3,-0.1,2023-24
Alperen Sengun,HOU,63.0,22.0,0.585,27.0,0.163,4.9,3.5,2023-24
Jimmy Butler,MIA,60.0,22.0,0.626,24.0,0.214,4.6,3.4,2023-24
Alex Caruso,CHI,71.0,14.5,0.613,14.7,0.115,2.5,2.3,2023-24
Keldon Johnson,SAS,69.0,14.2,0.565,21.9,0.071,-1.7,0.2,2023-24
KarlAnthony Towns,MIN,62.0,18.8,0.625,27.4,0.148,2.5,2.3,2023-24
Jalen Suggs,ORL,75.0,14.1,0.602,19.7,0.112,1.0,1.5,2023-24
Keyonte George,UTA,75.0,10.4,0.533,22.8,-0.008,-4.4,-1.2,2023-24
Josh Giddey,OKC,80.0,16.6,0.547,23.1,0.102,1.5,1.8,2023-24
Bobby Portis,MIL,82.0,17.5,0.581,22.9,0.112,-0.8,0.6,2023-24
Aaron Nesmith,IND,72.0,12.8,0.631,16.0,0.098,-0.5,0.8,2023-24
Gary Trent Jr,TOR,71.0,12.0,0.548,20.0,0.04,-2.6,-0.3,2023-24
Brandin Podziemski,GSW,74.0,13.0,0.54,15.4,0.1,-0.1,0.9,2023-24
Naz Reid,MIN,81.0,16.0,0.595,23.1,0.12,1.5,1.7,2023-24
Jonathan Kuminga,GSW,74.0,17.0,0.598,24.1,0.113,-0.4,0.8,2023-24
Donovan Mitchell,CLE,55.0,22.1,0.595,31.4,0.159,5.8,3.9,2023-24
Trae Young,ATL,54.0,20.3,0.585,30.5,0.114,2.6,2.2,2023-24
Tyus Jones,WAS,66.0,16.5,0.578,16.3,0.113,0.7,1.3,2023-24
Jonas Valanciunas,NOP,82.0,19.8,0.619,20.8,0.177,1.2,1.6,2023-24
Andrew Wiggins,GSW,71.0,12.7,0.544,20.9,0.07,-2.5,-0.3,2023-24
Duncan Robinson,MIA,68.0,12.2,0.612,19.0,0.091,-0.9,0.6,2023-24
Darius Garland,CLE,57.0,14.5,0.56,25.3,0.067,-1.0,0.5,2023-24
John Collins,UTA,68.0,17.5,0.621,20.4,0.11,-0.9,0.5,2023-24
Isaiah Hartenstein,NYK,75.0,18.9,0.67,12.0,0.204,3.5,2.6,2023-24
Jalen Johnson,ATL,56.0,16.3,0.584,19.1,0.098,1.2,1.5,2023-24
Isaac Okoro,CLE,69.0,11.4,0.599,13.9,0.106,-1.1,0.4,2023-24
Clint Capela,ATL,73.0,20.7,0.59,17.3,0.161,0.1,1.0,2023-24
Terance Mann,LAC,75.0,12.0,0.615,13.6,0.106,-1.5,0.2,2023-24
Malik Monk,SAC,72.0,16.0,0.564,25.9,0.09,0.6,1.2,2023-24
Jamal Murray,DEN,59.0,20.7,0.586,27.9,0.153,4.1,2.9,2023-24
Georges Niang,CLE,82.0,9.9,0.583,17.6,0.064,-2.9,-0.4,2023-24
Jerami Grant,POR,54.0,15.4,0.573,25.7,0.071,-0.1,0.9,2023-24
Payton Pritchard,BOS,82.0,15.3,0.597,17.2,0.16,1.0,1.4,2023-24
Lauri Markkanen,UTA,55.0,21.5,0.631,25.0,0.163,3.6,2.6,2023-24
Cole Anthony,ORL,81.0,14.6,0.545,23.7,0.096,0.1,1.0,2023-24
Ivica Zubac,LAC,68.0,19.3,0.671,16.4,0.182,0.8,1.3,2023-24
Deandre Ayton,POR,55.0,18.9,0.587,21.1,0.106,0.3,1.0,2023-24
Derrick Jones Jr,DAL,76.0,11.7,0.592,14.9,0.083,-1.5,0.2,2023-24
Kyle Anderson,MIN,79.0,12.7,0.513,14.5,0.121,1.1,1.4,2023-24
Jalen Duren,DET,61.0,18.7,0.653,18.5,0.13,-0.1,0.9,2023-24
Bradley Beal,PHO,53.0,16.3,0.607,22.7,0.107,0.4,1.1,2023-24
Scoot Henderson,POR,62.0,9.5,0.489,26.5,-0.045,-5.8,-1.7,2023-24
Nick Richards,CHO,67.0,16.7,0.717,13.3,0.14,-2.3,-0.1,2023-24
Caleb Martin,MIA,64.0,10.8,0.531,17.3,0.066,-2.0,0.0,2023-24
Sam Hauser,BOS,79.0,13.0,0.629,15.0,0.134,1.2,1.4,2023-24
Al Horford,BOS,65.0,15.0,0.65,12.0,0.172,3.6,2.5,2023-24
Toumani Camara,POR,70.0,10.6,0.547,13.8,0.055,-3.1,-0.5,2023-24
Obi Toppin,IND,82.0,16.5,0.677,16.8,0.132,1.5,1.5,2023-24
Bilal Coulibaly,WAS,63.0,8.9,0.543,14.2,0.013,-4.2,-0.9,2023-24
Jabari Walker,POR,72.0,13.0,0.546,16.3,0.083,-3.3,-0.6,2023-24
Andrew Nembhard,IND,68.0,11.3,0.573,16.0,0.057,-2.2,-0.1,2023-24
Cason Wallace,OKC,82.0,12.0,0.612,12.9,0.115,0.1,0.9,2023-24
Trey Murphy III,NOP,57.0,16.3,0.612,18.6,0.154,2.5,1.9,2023-24
Jordan Clarkson,UTA,55.0,12.7,0.521,26.1,0.006,-4.5,-1.1,2023-24
DeAndre Hunter,ATL,57.0,12.7,0.595,20.6,0.062,-2.4,-0.2,2023-24
Pat Connaughton,MIL,76.0,9.6,0.574,10.9,0.08,-1.6,0.2,2023-24
Christian Braun,DEN,82.0,12.1,0.554,15.7,0.1,-1.9,0.0,2023-24
Julius Randle,NYK,46.0,18.9,0.569,29.9,0.113,1.9,1.6,2023-24
Santi Aldama,MEM,61.0,13.1,0.539,17.9,0.07,-0.2,0.7,2023-24
Malaki Branham,SAS,75.0,8.7,0.526,19.8,-0.008,-5.6,-1.5,2023-24
Paul Reed,PHI,82.0,17.4,0.58,15.9,0.154,0.4,0.9,2023-24
Ausar Thompson,DET,63.0,12.8,0.522,16.6,0.053,-2.2,-0.1,2023-24
Anfernee Simons,POR,46.0,15.9,0.568,28.0,0.068,0.2,0.8,2023-24
Kevin Huerter,SAC,64.0,12.4,0.564,17.3,0.089,-0.8,0.5,2023-24
Bennedict Mathurin,IND,59.0,13.0,0.562,23.4,0.045,-3.4,-0.6,2023-24
Evan Mobley,CLE,50.0,20.1,0.626,20.6,0.174,2.9,1.9,2023-24
Chris Paul,GSW,58.0,14.7,0.544,15.6,0.136,1.0,1.2,2023-24
Zach Collins,SAS,69.0,14.3,0.565,22.7,0.057,-2.0,0.0,2023-24
Josh Green,DAL,57.0,9.9,0.588,13.1,0.071,-2.7,-0.3,2023-24
Walker Kessler,UTA,64.0,18.0,0.663,12.8,0.131,0.9,1.1,2023-24
Draymond Green,GSW,55.0,14.5,0.587,15.3,0.116,2.4,1.6,2023-24
Peyton Watson,DEN,80.0,11.8,0.539,16.2,0.079,-2.2,-0.1,2023-24
Khris Middleton,MIL,55.0,17.0,0.595,23.9,0.109,1.1,1.2,2023-24
Amir Coffey,LAC,70.0,10.0,0.604,12.5,0.084,-2.2,-0.1,2023-24
Isaiah Joe,OKC,78.0,13.4,0.626,16.6,0.116,0.9,1.0,2023-24
Desmond Bane,MEM,42.0,18.5,0.589,28.5,0.102,2.8,1.7,2023-24
Vince Williams Jr,MEM,52.0,12.8,0.597,15.8,0.093,-0.7,0.5,2023-24
Isaiah Stewart,DET,46.0,11.3,0.6,14.5,0.056,-2.3,-0.1,2023-24
Moritz Wagner,ORL,80.0,20.6,0.676,22.8,0.188,2.0,1.4,2023-24
Tyler Herro,MIA,42.0,15.7,0.558,27.8,0.068,0.8,1.0,2023-24
Wendell Carter Jr,ORL,55.0,15.9,0.623,17.2,0.149,0.9,1.0,2023-24
Onyeka Okongwu,ATL,55.0,16.9,0.674,13.7,0.153,-0.4,0.5,2023-24
Amen Thompson,HOU,62.0,18.2,0.576,18.5,0.149,1.8,1.3,2023-24
Haywood Highsmith,MIA,66.0,11.1,0.587,12.4,0.108,-0.7,0.5,2023-24
Dyson Daniels,NOP,61.0,12.0,0.529,12.6,0.103,0.6,0.9,2023-24
Marcus Sasser,DET,71.0,11.8,0.542,19.9,0.033,-2.6,-0.2,2023-24
Kris Murray,POR,62.0,9.0,0.481,14.1,0.024,-3.6,-0.6,2023-24
Miles McBride,NYK,68.0,13.1,0.59,16.4,0.131,-0.1,0.6,2023-24
Joel Embiid,PHI,39.0,34.1,0.644,39.6,0.275,11.6,4.5,2023-24
Jeff Green,HOU,78.0,11.3,0.59,15.5,0.095,-2.1,0.0,2023-24
Gary Harris,ORL,54.0,9.4,0.587,11.7,0.099,-1.2,0.3,2023-24
Dereck Lively II,DAL,55.0,18.1,0.728,12.6,0.183,0.5,0.8,2023-24
TJ McConnell,IND,71.0,20.9,0.586,23.7,0.143,3.0,1.6,2023-24
Cedi Osman,SAS,72.0,11.2,0.601,15.1,0.071,-2.1,0.0,2023-24
Gradey Dick,TOR,60.0,8.9,0.546,17.4,0.01,-5.4,-1.1,2023-24
Naji Marshall,NOP,66.0,12.7,0.576,16.3,0.1,-0.7,0.4,2023-24
Kris Dunn,UTA,66.0,12.8,0.546,13.6,0.076,-0.1,0.6,2023-24
GG Jackson II,MEM,48.0,13.7,0.554,24.2,0.048,-2.0,0.0,2023-24
Aaron Wiggins,OKC,78.0,15.6,0.664,16.4,0.144,0.7,0.8,2023-24
Duop Reath,POR,68.0,15.1,0.571,20.7,0.095,-0.9,0.3,2023-24
Kevon Looney,GSW,74.0,15.1,0.62,11.3,0.162,0.6,0.8,2023-24
Patrick Williams,CHI,43.0,11.0,0.553,16.6,0.048,-2.3,-0.1,2023-24
John Konchar,MEM,55.0,11.4,0.537,9.7,0.091,-0.4,0.5,2023-24
Joe Ingles,ORL,68.0,10.6,0.612,11.6,0.108,-0.5,0.5,2023-24
Anthony Black,ORL,69.0,8.4,0.56,12.7,0.067,-3.0,-0.3,2023-24
Jordan Hawkins,NOP,67.0,10.2,0.533,19.9,0.053,-3.1,-0.3,2023-24
Moses Moody,GSW,66.0,13.7,0.578,18.4,0.101,-0.1,0.6,2023-24
Jae Crowder,MIL,50.0,8.9,0.546,11.5,0.065,-2.6,-0.2,2023-24
Trayce JacksonDavis,GSW,68.0,21.6,0.692,16.4,0.205,2.8,1.4,2023-24
Malcolm Brogdon,POR,39.0,17.0,0.56,23.0,0.111,2.0,1.1,2023-24
Dean Wade,CLE,54.0,10.2,0.598,10.5,0.11,0.1,0.6,2023-24
Davion Mitchell,SAC,72.0,9.3,0.555,14.9,0.059,-3.4,-0.4,2023-24
Dante Exum,DAL,55.0,13.7,0.645,15.0,0.127,-0.6,0.4,2023-24
Sam Merrill,CLE,61.0,13.1,0.598,17.5,0.125,0.5,0.7,2023-24
Shaedon Sharpe,POR,32.0,11.4,0.524,22.4,0.022,-2.8,-0.2,2023-24
Dennis Smith Jr,BRK,56.0,13.4,0.508,17.7,0.08,-0.8,0.3,2023-24
Ziaire Williams,MEM,51.0,9.3,0.511,19.7,0.01,-4.5,-0.6,2023-24
JaeSean Tate,HOU,65.0,9.3,0.538,11.7,0.082,-2.3,-0.1,2023-24
Kenrich Williams,OKC,69.0,11.9,0.568,13.4,0.115,-0.8,0.3,2023-24
Jose Alvarado,NOP,56.0,12.5,0.54,17.3,0.097,-0.1,0.5,2023-24
DeAnthony Melton,PHI,38.0,13.4,0.533,18.3,0.099,0.5,0.7,2023-24
Lonnie Walker IV,BRK,58.0,13.1,0.545,24.4,0.038,-1.4,0.2,2023-24
Talen HortonTucker,UTA,51.0,13.4,0.503,24.0,0.039,-1.2,0.2,2023-24
Killian Hayes,DET,42.0,10.5,0.474,15.1,0.032,-2.7,-0.2,2023-24
Jaden Hardy,DAL,73.0,11.2,0.517,24.9,0.014,-4.1,-0.5,2023-24
Keon Ellis,SAC,57.0,12.0,0.627,12.4,0.114,1.2,0.8,2023-24
Josh Okogie,PHO,60.0,12.0,0.552,13.0,0.104,-0.5,0.4,2023-24
Max Christie,LAL,67.0,8.4,0.544,13.6,0.036,-3.6,-0.4,2023-24
DayRon Sharpe,BRK,61.0,20.0,0.596,19.7,0.152,0.0,0.5,2023-24
Jonathan Isaac,ORL,58.0,19.2,0.61,16.7,0.188,3.8,1.4,2023-24
Markelle Fultz,ORL,43.0,12.6,0.492,18.8,0.069,-1.4,0.1,2023-24
Jaylin Williams,OKC,69.0,12.7,0.561,13.5,0.13,1.1,0.7,2023-24
Nikola Jovic,MIA,46.0,12.8,0.583,17.1,0.103,0.3,0.5,2023-24
Bryce McGowens,CHO,59.0,9.3,0.565,14.9,0.034,-4.9,-0.6,2023-24
Cam Whitmore,HOU,47.0,16.6,0.561,27.1,0.082,0.1,0.5,2023-24
Jaxson Hayes,LAL,70.0,14.0,0.718,12.5,0.135,-1.9,0.0,2023-24
Blake Wesley,SAS,61.0,10.1,0.537,14.7,0.05,-4.0,-0.4,2023-24
Zach LaVine,CHI,25.0,15.1,0.578,23.8,0.08,0.1,0.5,2023-24
Christian Wood,LAL,50.0,12.3,0.568,17.6,0.064,-2.8,-0.2,2023-24
Maxi Kleber,DAL,43.0,8.8,0.573,9.6,0.08,-1.3,0.2,2023-24
Trendon Watford,BRK,63.0,15.7,0.611,21.1,0.1,-0.5,0.3,2023-24
Taylor Hendricks,UTA,40.0,11.8,0.578,13.7,0.07,-1.6,0.1,2023-24
Dwight Powell,DAL,63.0,14.5,0.716,9.1,0.181,-0.3,0.4,2023-24
Caleb Houstan,ORL,59.0,8.3,0.582,12.5,0.089,-1.9,0.0,2023-24
Ben Sheppard,IND,57.0,8.1,0.524,13.2,0.046,-3.4,-0.3,2023-24
Jake LaRavia,MEM,35.0,12.6,0.54,21.1,0.062,-2.5,-0.1,2023-24
JT Thor,CHO,63.0,9.1,0.519,11.7,0.034,-4.5,-0.5,2023-24
Isaiah Jackson,IND,59.0,21.5,0.689,17.2,0.204,1.7,0.7,2023-24
Mitchell Robinson,NYK,31.0,16.1,0.554,10.2,0.155,0.0,0.4,2023-24
Jock Landale,HOU,56.0,15.6,0.584,14.8,0.146,-0.1,0.4,2023-24
Cody Martin,CHO,28.0,9.2,0.46,16.1,-0.012,-3.5,-0.3,2023-24
Nick Smith Jr,CHO,51.0,8.1,0.511,20.3,-0.036,-5.9,-0.7,2023-24
Landry Shamet,WAS,46.0,10.5,0.556,18.8,0.022,-4.0,-0.4,2023-24
Chris Duarte,SAC,59.0,8.4,0.512,14.9,0.047,-3.4,-0.2,2023-24
LaMelo Ball,CHO,22.0,20.8,0.561,34.3,0.074,3.3,1.0,2023-24
Chris Boucher,TOR,50.0,16.0,0.625,17.3,0.119,-1.7,0.1,2023-24
Dalen Terry,CHI,59.0,10.2,0.512,13.4,0.06,-2.3,0.0,2023-24
Jalen Wilson,BRK,43.0,10.8,0.537,14.3,0.077,-2.9,-0.2,2023-24
Craig Porter Jr,CLE,51.0,15.4,0.564,20.2,0.108,0.5,0.4,2023-24
Rayan Rupert,POR,39.0,5.8,0.451,13.6,-0.009,-6.7,-0.8,2023-24
Oshae Brissett,BOS,55.0,12.8,0.53,14.5,0.131,-1.8,0.0,2023-24
Jordan McLaughlin,MIN,56.0,15.5,0.638,12.1,0.193,4.2,1.0,2023-24
AJ Green,MIL,56.0,10.5,0.617,15.2,0.084,-2.1,0.0,2023-24
Johnny Davis,WAS,50.0,6.2,0.462,12.2,-0.009,-6.6,-0.7,2023-24
MarJon Beauchamp,MIL,48.0,9.7,0.592,14.6,0.056,-3.2,-0.2,2023-24
Marcus Smart,MEM,20.0,11.8,0.552,22.9,0.02,-2.4,0.0,2023-24
Jericho Sims,NYK,45.0,10.9,0.702,6.0,0.127,-1.8,0.0,2023-24
Brice Sensabaugh,UTA,32.0,8.6,0.511,20.3,-0.024,-5.5,-0.5,2023-24
Zeke Nnaji,DEN,58.0,12.4,0.528,15.4,0.099,-3.7,-0.2,2023-24
Andre Jackson Jr,MIL,57.0,8.5,0.596,10.0,0.081,-3.6,-0.2,2023-24
Jared Butler,WAS,40.0,14.1,0.579,19.9,0.054,-2.1,0.0,2023-24
Julian Strawther,DEN,50.0,8.2,0.482,20.7,0.015,-6.0,-0.6,2023-24
Omer Yurtseven,UTA,48.0,15.0,0.565,17.9,0.062,-3.0,-0.1,2023-24
Vit Krejci,ATL,22.0,8.4,0.633,9.8,0.056,-3.7,-0.2,2023-24
Scotty Pippen Jr,MEM,21.0,16.4,0.596,23.0,0.09,1.3,0.4,2023-24
Sasha Vezenkov,SAC,42.0,13.3,0.569,17.5,0.098,-0.9,0.1,2023-24
Mark Williams,CHO,19.0,22.5,0.675,17.1,0.198,0.8,0.3,2023-24
Patrick Baldwin Jr,WAS,38.0,9.7,0.502,15.9,0.019,-4.6,-0.3,2023-24
Tari Eason,HOU,22.0,17.1,0.528,19.8,0.125,1.6,0.4,2023-24
Bol Bol,PHO,43.0,18.7,0.7,16.5,0.168,2.1,0.5,2023-24
Isaiah Livers,DET,23.0,5.1,0.46,12.7,-0.015,-6.5,-0.5,2023-24
Anthony Gill,WAS,50.0,12.1,0.537,18.0,0.038,-4.1,-0.3,2023-24
Nassir Little,PHO,45.0,9.9,0.572,13.9,0.074,-3.0,-0.1,2023-24
Alex Len,SAC,48.0,14.7,0.625,11.8,0.138,0.2,0.2,2023-24
Chuma Okeke,ORL,47.0,6.9,0.465,13.3,0.029,-3.4,-0.2,2023-24
Dominick Barlow,SAS,33.0,14.6,0.548,14.1,0.126,-1.7,0.0,2023-24
Reggie Bullock,HOU,44.0,7.7,0.582,9.4,0.072,-2.4,0.0,2023-24
Trent Forrest,ATL,38.0,8.9,0.426,11.8,0.027,-4.4,-0.3,2023-24
Wesley Matthews,ATL,36.0,8.2,0.511,11.7,0.049,-2.8,-0.1,2023-24
Luka Samanic,UTA,43.0,8.9,0.485,21.8,-0.029,-7.8,-0.6,2023-24
Javon FreemanLiberty,TOR,22.0,10.7,0.547,17.5,0.029,-5.2,-0.3,2023-24
Derrick Rose,MEM,24.0,13.1,0.54,22.3,0.046,-2.8,-0.1,2023-24
Lester Quinones,GSW,37.0,10.3,0.533,18.3,0.068,-3.3,-0.1,2023-24
Kobe Brown,LAC,44.0,7.6,0.49,11.1,0.055,-3.8,-0.2,2023-24
Justin Minaya,POR,34.0,5.8,0.391,9.7,0.009,-5.6,-0.3,2023-24
Johnny Juzang,UTA,20.0,9.6,0.62,14.5,0.047,-3.7,-0.2,2023-24
Noah Clowney,BRK,23.0,14.2,0.626,14.2,0.111,-0.7,0.1,2023-24
Ousmane Dieng,OKC,33.0,10.1,0.54,16.9,0.055,-3.0,-0.1,2023-24
Jontay Porter,TOR,26.0,14.9,0.514,15.8,0.089,1.7,0.3,2023-24
Ben Simmons,BRK,15.0,16.3,0.571,13.0,0.133,2.4,0.4,2023-24
Brandon Boston Jr,LAC,32.0,8.7,0.476,25.4,-0.04,-9.0,-0.6,2023-24
Jarace Walker,IND,33.0,11.8,0.527,16.1,0.058,0.2,0.2,2023-24
JaVale McGee,SAC,46.0,19.0,0.609,23.4,0.101,-1.3,0.1,2023-24
OlivierMaxence Prosper,DAL,40.0,11.6,0.496,16.6,0.076,-2.9,-0.1,2023-24
Jeremiah RobinsonEarl,NOP,39.0,11.8,0.564,15.4,0.086,-2.2,0.0,2023-24
Neemias Queta,BOS,28.0,22.9,0.662,16.9,0.259,1.5,0.3,2023-24
Julian Phillips,CHI,40.0,7.0,0.521,13.0,0.031,-5.3,-0.3,2023-24
Cody Zeller,NOP,43.0,12.8,0.483,12.9,0.124,-2.6,0.0,2023-24
Ja Morant,MEM,9.0,20.6,0.57,30.4,0.124,3.1,0.4,2023-24
Ashton Hagans,POR,19.0,8.5,0.51,14.6,0.006,-3.5,-0.1,2023-24
Stanley Umude,DET,24.0,11.4,0.647,15.6,0.085,-1.6,0.0,2023-24
Nathan Mensah,CHO,25.0,5.0,0.496,6.8,0.023,-8.8,-0.5,2023-24
Orlando Robinson,MIA,36.0,14.0,0.596,14.8,0.135,-1.1,0.1,2023-24
Furkan Korkmaz,PHI,35.0,9.2,0.519,13.6,0.057,-2.7,-0.1,2023-24
Cory Joseph,GSW,26.0,6.2,0.47,11.3,0.034,-4.7,-0.2,2023-24
Ricky Council IV,PHI,32.0,18.6,0.604,22.1,0.173,1.3,0.2,2023-24
Garrett Temple,TOR,27.0,9.5,0.502,15.0,0.032,-4.7,-0.2,2023-24
Leaky Black,CHO,26.0,11.5,0.589,10.1,0.084,-2.4,0.0,2023-24
Lindy Waters III,OKC,38.0,15.3,0.653,17.3,0.15,1.9,0.3,2023-24
Onuralp Bitim,CHI,23.0,5.0,0.464,15.8,-0.027,-7.4,-0.4,2023-24
Jamal Cain,MIA,26.0,11.5,0.544,16.7,0.089,-2.3,0.0,2023-24
Jared Rhoden,DET,17.0,10.3,0.597,13.3,0.06,-2.5,0.0,2023-24
Javonte Green,CHI,9.0,20.2,0.681,16.7,0.18,2.0,0.2,2023-24
Ibou Badji,POR,22.0,8.1,0.623,8.0,0.046,-5.8,-0.2,2023-24
Collin Gillespie,DEN,24.0,11.0,0.586,17.1,0.076,-2.7,0.0,2023-24
Gabe Vincent,LAL,11.0,3.1,0.341,10.9,-0.033,-6.5,-0.2,2023-24
Charles Bassey,SAS,19.0,17.7,0.739,11.9,0.157,1.3,0.2,2023-24
